Source,Speaker,Mic,SignalType,Band,EDT,RT20,RT30,RT60,C50,C80,D50,D80
omnipower,1,4,WhiteNoise,250,7.44185363979735,2.01892394932491,1.90481778175382,1.90481778175382,-11.9905773139106,-9.65001265223819,5.94721872821663,9.7792422618144
omnipower,1,4,WhiteNoise,500,7.41273499221157,2.05327762340787,1.84358544613387,1.84358544613387,-12.0696019797503,-10.2995925800423,5.84625052081025,8.53665665657354
omnipower,1,4,WhiteNoise,1000,7.76664078377889,2.01705235516596,1.85387022771216,1.85387022771216,-13.7189133103024,-11.9295921210555,4.07421578726964,6.02625262127626
omnipower,1,4,WhiteNoise,2000,8.05889450414558,1.83546598189197,1.77280421042154,1.77280421042154,-13.8781252437284,-11.9237620617726,3.93332850275486,6.03385936734125
omnipower,1,4,WhiteNoise,4000,7.957501163276,1.98958845580801,1.84364513675317,1.84364513675317,-14.164509577408,-11.7977077857081,3.69158831635843,6.20054061735465
omnipower,1,4,WhiteNoise,8000,7.68522410314105,1.92015169863009,1.85613982894058,1.85613982894058,-13.9934773027879,-11.6120303087965,3.83418434182505,6.4539058854082
omnipower,1,5,Sine,50,0.68785770785223,0.520265315516195,0.45885380954188,0.45885380954188,5.61749210599561,7.66773224328615,78.473484871779,85.3904718648183
omnipower,1,5,Sine,63,0.67166124099259,2.76453164584803,2.54228748264371,2.54228748264371,6.5631147946439,9.03916241306954,81.9240908104979,88.9076653206893
omnipower,1,5,Sine,80,1.70823190464085,4.94132905467711,4.46401556561429,4.46401556561429,5.08194444421618,6.69940682212578,76.3174107337462,82.3841707381089
omnipower,1,5,Sine,100,0.632495652714993,7.8639683802897,6.84617728149847,6.84617728149847,5.55320483686395,8.27061748049311,78.2223750372928,87.0386458409221
omnipower,1,5,Sine,125,3.1281760109362,0.702170718574767,6.87184533085564,6.87184533085564,-6.84544054758635,-5.22490197237717,17.1331355675277,23.0928085282046
omnipower,1,5,Sine,160,1.53142331258911,0.525638030052372,7.50064814041259,7.50064814041259,-5.76426353627354,-3.04226127649249,20.9611176985802,33.1699929538254
omnipower,1,5,Sine,200,0.735428125098211,14.9622773062655,13.219129532297,13.219129532297,2.06609557423355,5.29996092038162,61.6740509565548,77.2127090229773
omnipower,1,5,Sine,250,3.08583254005181,0.511243820265953,0.53651221434899,0.53651221434899,-9.4251100109457,-7.11080268995287,10.2457556412931,16.2829675173492
omnipower,1,5,Sine,315,2.9653703577173,0.544594015737747,3.87060626261564,3.87060626261564,-8.74574342946218,-6.27882528720046,11.7763493752133,19.0656051711606
omnipower,1,5,Sine,400,0.368112419393955,27.483260377345,21.8113974534602,21.8113974534602,7.03599569407729,11.2849413671888,83.4808628209063,93.0762001037246
omnipower,1,5,Sine,500,0.559027549757811,26.6234172431376,23.261791248401,23.261791248401,3.4978552344771,8.24329820646659,69.1130740572005,86.9675148333887
omnipower,1,5,Sine,630,2.11062956021854,0.509536677218063,0.486097786273135,0.486097786273135,-7.37785999937961,-4.97938621414802,15.4620090354282,24.1120527051116
