Method;Speaker;Microphone;Frequency in Hz;EDT in s;RT10 in s;RT20 in s;RT30 in s;RT60 in s;C50 in dB;C80 in dB;D50;D80
MLS;1;6;1000;0.102487121;0.126494939;0.261894821;NaN;0.785684464;4.663605167;7.295894869;0.745325499;0.842896834
MLS;1;6;1250;0.098243068;0.110720363;0.275253275;NaN;0.825759826;4.118022176;7.565483054;0.720754981;0.850943062
MLS;1;6;1600;0.126855705;0.119036007;0.215997599;NaN;0.647992796;0.300848414;4.515493839;0.517311305;0.738798076
MLS;1;6;2000;0.123110784;0.108589061;0.220458876;NaN;0.661376629;0.777969471;4.554236284;0.544664151;0.740515896
MLS;1;6;2500;0.121182379;0.124437207;0.283440413;NaN;0.85032124;2.435382849;5.732489935;0.636630135;0.789174151
MLS;1;6;3150;0.117113151;0.118133723;NaN;NaN;NaN;2.436609867;5.937376797;0.636695491;0.796916314
MLS;1;6;4000;0.119136051;0.115924287;0.27568019;NaN;0.82704057;0.436714576;4.737453952;0.52511815;0.748539694
MLS;1;6;5000;0.11440589;0.11114082;NaN;NaN;NaN;2.471602151;5.72911615;0.638557193;0.789044872
MLS;1;6;6300;0.106648849;0.110362854;NaN;NaN;NaN;1.878636369;6.787414079;0.606487673;0.82676334
MLS;1;6;8000;0.080678011;0.114245072;NaN;NaN;NaN;5.868167699;9.079134626;0.794325017;0.889981095
MLS;1;6;10000;0.073762315;0.099787261;NaN;NaN;NaN;6.439186159;10.08282555;0.814976646;0.9106548
MLS;1;6;12500;0.062086499;0.074503723;NaN;NaN;NaN;7.574468231;12.05770823;0.85120529;0.941386565
MLS;1;6;16000;0.073651049;NaN;NaN;NaN;NaN;6.343218794;10.01770818;0.811621384;0.909427328
MLS;1;6;20000;NaN;3.217352035;NaN;NaN;NaN;3.094381602;5.318622349;0.670955032;0.772882241
MLS;1;7;50;NaN;NaN;NaN;NaN;NaN;-3.657746417;-1.428841054;0.301065909;0.418483274
MLS;1;7;63;2.757462944;NaN;NaN;NaN;NaN;-12.1059123;-7.892066729;0.058003986;0.139768324
MLS;1;7;80;NaN;NaN;NaN;NaN;NaN;-8.157522965;-5.002321162;0.132579767;0.24015553
MLS;1;7;100;2.948926755;NaN;NaN;NaN;NaN;-6.227012579;-5.084101929;0.192503772;0.236736117
MLS;1;7;125;NaN;NaN;NaN;NaN;NaN;-0.189020077;1.79540223;0.489120847;0.601904446
MLS;1;7;160;0.130309785;NaN;NaN;NaN;NaN;0.803188729;2.814324422;0.546103926;0.65656462
MLS;1;7;200;NaN;NaN;NaN;NaN;NaN;3.612171251;5.376470497;0.696721274;0.775211874
MLS;1;7;250;0.105951402;NaN;NaN;NaN;NaN;3.822110757;7.372388283;0.706837457;0.845215152
MLS;1;7;315;0.061274335;0.077383875;NaN;NaN;NaN;7.575881778;11.68183674;0.851246509;0.936424595
