Method,Speaker,Microphone,Frequency in Hz,EDT in s,RT10 in s,RT20 in s,RT30 in s,RT60 in s,C50 in dB,C80 in dB,D50,D80
MLS,1,4,4000,NaN,NaN,NaN,NaN,NaN,1.12053589532482,2.05700567466552,0.564147762139148,0.616245656645872
MLS,1,4,5000,NaN,NaN,NaN,NaN,NaN,0.74746323333068,1.70733151108057,0.542921543718147,0.59703538012814
MLS,1,4,6300,NaN,NaN,NaN,NaN,NaN,0.362723712734317,2.0388000483633,0.520867926182406,0.615253821403798
MLS,1,4,8000,NaN,NaN,NaN,NaN,NaN,0.43131816221437,1.61774012087253,0.524808281440197,0.592062548649223
MLS,1,4,10000,NaN,NaN,NaN,NaN,NaN,1.36362930819586,2.11677990873442,0.577858204498011,0.619495300333986
MLS,1,4,12500,NaN,NaN,NaN,NaN,NaN,-8.26970170726986,-7.71718705898657,0.129637331898052,0.144680404983452
MLS,1,4,16000,NaN,NaN,NaN,NaN,NaN,-9.79077814004553,-9.17268777627593,0.0949697473618727,0.107927335195441
MLS,1,4,20000,NaN,NaN,NaN,NaN,NaN,-2.95118538709132,-2.18561496541156,0.33636497137467,0.376775698140093
MLS,1,5,50,NaN,NaN,NaN,NaN,NaN,-9.60067493316826,-7.15881192755491,0.0987993326958214,0.161328374242061
MLS,1,5,63,NaN,NaN,NaN,NaN,NaN,0.19206170795596,2.12362822377481,0.511054159104553,0.619866934423409
MLS,1,5,80,NaN,NaN,NaN,NaN,NaN,-2.51210737805112,-1.77249157375042,0.359292986754766,0.399360292676865
MLS,1,5,100,NaN,NaN,NaN,NaN,NaN,-15.5598861127774,-12.7002662411933,0.027046039560113,0.0509631709550511
MLS,1,5,125,NaN,NaN,NaN,NaN,NaN,-5.65150992268332,-4.99017268786742,0.213944922944104,0.240666352500347
MLS,1,5,160,NaN,NaN,NaN,NaN,NaN,-2.12120678659451,1.18854938047368,0.380264452465272,0.567994547270718
MLS,1,5,200,NaN,NaN,NaN,NaN,NaN,-5.28171090833605,-4.62882148172305,0.228613122600901,0.256197762400882
MLS,1,5,250,NaN,NaN,NaN,NaN,NaN,-8.91097539157009,-4.51000406918731,0.113867811400071,0.261445931521824
MLS,1,5,315,NaN,NaN,NaN,NaN,NaN,-0.664382121188072,0.386405087209817,0.461829503050948,0.522228602927317
MLS,1,5,400,NaN,NaN,NaN,NaN,NaN,-1.81398148701596,0.018462935685838,0.39707092005783,0.501062810411388
MLS,1,5,500,NaN,NaN,NaN,NaN,NaN,-1.84988414012473,-0.644601271412769,0.395093473806291,0.462961739033469
MLS,1,5,630,NaN,NaN,NaN,NaN,NaN,-1.65329026621915,0.0929100374811399,0.405961898492106,0.505348127708788
MLS,1,5,800,NaN,NaN,NaN,NaN,NaN,-0.67830328838647,0.821434171147174,0.461032904722074,0.547145085264834
MLS,1,5,1000,NaN,NaN,NaN,NaN,NaN,1.04784053684409,4.36633218211632,0.560027631893678,0.732116042950356
MLS,1,5,1250,NaN,NaN,NaN,NaN,NaN,1.10525949920175,2.41852482186324,0.563282662147716,0.635731696579741
MLS,1,5,1600,NaN,NaN,NaN,NaN,NaN,-0.233844594910659,1.03093965979703,0.48654207437871,0.559068538931046
MLS,1,5,2000,NaN,NaN,NaN,NaN,NaN,-0.412965148262903,0.801357759251684,0.476245711041554,0.545999421279354
MLS,1,5,2500,NaN,NaN,NaN,NaN,NaN,-0.546156942589132,1.14386328503449,0.468602047844164,0.565468033872909
MLS,1,5,3150,NaN,NaN,NaN,NaN,NaN,-1.32312057221004,1.27098651348758,0.424418760605682,0.572646108843527
MLS,1,5,4000,NaN,NaN,NaN,NaN,NaN,-0.549124335394839,0.959600335976873,0.468431908226336,0.555015389281818
MLS,1,5,5000,NaN,NaN,NaN,NaN,NaN,-1.00881939823378,1.21026455540043,0.442187409562154,0.569221036913458
MLS,1,5,6300,NaN,NaN,NaN,NaN,NaN,-1.49616897851746,0.408488119738814,0.414715420428564,0.523497145893221
MLS,1,5,8000,NaN,NaN,NaN,NaN,NaN,-1.57823470320218,-0.498016849770942,0.410136295089181,0.471363219449428
MLS,1,5,10000,NaN,NaN,NaN,NaN,NaN,-2.16275976583307,-1.26772149106202,0.37801223962094,0.4275378834077
MLS,1,5,12500,NaN,NaN,NaN,NaN,NaN,-4.86124154091076,-4.21662868462978,0.246133313411812,0.274698233557664
MLS,1,5,16000,NaN,NaN,NaN,NaN,NaN,-8.03150710814167,-7.26528940746116,0.135952421292387,0.158038620542601
MLS,1,5,20000,NaN,NaN,NaN,NaN,NaN,-4.76821569273255,-3.73249117006132,0.250129406926996,0.297456807696584
MLS,1,6,50,NaN,NaN,NaN,NaN,NaN,-5.35945956907844,-3.35997653130766,0.225471416340069,0.315687218519914
MLS,1,6,63,NaN,NaN,NaN,NaN,NaN,-8.14868155385433,-5.28308435672148,0.132814065203141,0.228557357286069
MLS,1,6,80,NaN,NaN,NaN,NaN,NaN,-0.250600009564611,0.0121947264364472,0.485578305173003,0.500701984421408
MLS,1,6,100,NaN,NaN,NaN,NaN,NaN,-7.07636321340523,-5.55651610555578,0.163913552378516,0.217646394781136
MLS,1,6,125,NaN,NaN,NaN,NaN,NaN,-10.1617541775437,-8.58103130163495,0.0878775106777057,0.121761340422024
MLS,1,6,160,NaN,NaN,NaN,NaN,NaN,-5.03366319704309,-2.47791378175133,0.238841077992102,0.361107448578925
MLS,1,6,200,NaN,NaN,NaN,NaN,NaN,-6.3658207742579,-5.19841715298863,0.187584209881372,0.232012931752057
MLS,1,6,250,NaN,NaN,NaN,NaN,NaN,1.27983577902954,4.13156964405773,0.573144686096818,0.72138238562916
MLS,1,6,315,NaN,NaN,NaN,NaN,NaN,-0.955494567151568,0.0972620986789607,0.445218108497601,0.505598622463773
MLS,1,6,400,NaN,NaN,NaN,NaN,NaN,-3.09675399228187,-1.45827117539301,0.328924378639514,0.41683508705641
MLS,1,6,500,NaN,NaN,NaN,NaN,NaN,-0.716798041815677,0.878106503433935,0.458831202473062,0.550376369066978
MLS,1,6,630,NaN,NaN,NaN,NaN,NaN,-3.72482112025457,-2.36465772317729,0.297826011428221,0.367145441519716
MLS,1,6,800,NaN,NaN,NaN,NaN,NaN,-3.57043342673948,-2.100441502799,0.305313260055189,0.381391892815547
MLS,1,6,1000,NaN,NaN,NaN,NaN,NaN,1.64660846047289,3.02215669853971,0.593667017820088,0.667273082740112
